10000;0,272 
20000;0,969
30000;1,763
40000;2,905
50000;5,061
60000;5,847
70000;7,415
80000;9,601
90000;11,935
100000;14,861
110000;19,733
120000;20,563
130000;22,801
140000;26,352
150000;29,279
160000;32,886
170000;36,708
180000;42,171
190000;45,645
200000;49,869
210000;54,563
220000;59,687
230000;68,444
240000;70,316
250000;75,592
260000;83,011
270000;88,473
